timestamp,instrument,sector,mode,provider,model,temperature,execution_time,overall_score,grade,structure,data_richness,sophistication,actionability,sentiment_balance,recommendation,faithfulness_score
2026-06-01T14:26:44.719680,KO,Consumer Staples,sequential,openai,gpt-4.1,0.2,104.86,70.66,B,72.0,68.0,77.8,70.0,60.9,HOLD,1.0
2026-06-01T14:29:05.215487,KO,Consumer Staples,sequential,openai,gpt-4.1,0.2,90.57,67.34,C,70.7,51.0,82.7,70.0,63.8,HOLD,1.0
2026-06-01T14:31:35.369153,CAT,Industrials,sequential,openai,gpt-4.1,0.2,103.23,77.85,B,70.7,89.5,77.1,85.0,53.8,HOLD,0.9166666666666666
2026-06-01T14:33:55.423508,CAT,Industrials,sequential,openai,gpt-4.1,0.2,96.17,80.36,B,70.7,98.5,82.9,85.0,44.9,HOLD,1.0
2026-06-01T14:36:09.161234,CAT,Industrials,sequential,openai,gpt-4.1,0.2,83.69,76.81,B,70.7,88.0,75.2,85.0,51.1,HOLD,1.0
2026-06-01T14:38:10.173844,CAT,Industrials,sequential,openai,gpt-4.1,0.2,82.88,76.57,B,72.0,92.0,81.2,70.0,53.3,HOLD,
2026-06-01T14:43:07.986504,CAT,Industrials,sequential,openai,gpt-4.1,0.2,94.73,82.88,B,70.7,100,77.8,100.0,46.4,HOLD,0.875
2026-06-01T14:47:57.999916,XOM,Energy,sequential,openai,gpt-4.1,0.2,77.62,86.86,B,70.7,100,79.7,100.0,82.6,BUY,0.8461538461538461
2026-06-01T14:49:56.725764,XOM,Energy,sequential,openai,gpt-4.1,0.2,99.9,87.04,B,70.7,100,74.1,100.0,95.5,BUY,0.9166666666666666
2026-06-01T14:53:50.468156,AAPL,Technology,group_chat,openai,gpt-4.1,0.2,206.96,78.45,B,70.7,85.0,70.8,100.0,53.7,HOLD,
2026-06-01T15:01:01.495475,AAPL,Technology,group_chat,openai,gpt-4.1,0.2,264.21,82.85,B,73.3,92.5,75.8,100.0,62.2,HOLD,0.9545454545454546
2026-06-01T15:06:14.734345,AAPL,Technology,group_chat,openai,gpt-4.1,0.2,283.61,83.67,B,72.0,100,67.8,100.0,71.1,HOLD,0.9655172413793104
2026-06-01T15:13:09.231693,AAPL,Technology,group_chat,openai,gpt-4.1,0.2,235.52,84.12,B,70.7,100,69.0,100.0,76.5,HOLD,0.9696969696969697
2026-06-01T15:17:51.762620,AAPL,Technology,group_chat,openai,gpt-4.1,0.2,295.79,88.53,B,93.3,100,68.3,100.0,65.4,HOLD,0.9555555555555556
2026-06-01T15:24:25.178952,MSFT,Technology,group_chat,openai,gpt-4.1,0.2,251.57,79.55,B,70.7,95.5,67.0,85.0,76.0,BUY,0.967741935483871
2026-06-01T15:29:25.427399,MSFT,Technology,group_chat,openai,gpt-4.1,0.2,237.01,89.51,B,94.7,100,70.9,100.0,66.7,BUY,1.0
2026-06-01T15:34:08.359531,MSFT,Technology,group_chat,openai,gpt-4.1,0.2,283.35,84.43,B,70.7,100,76.2,100.0,65.2,BUY,0.8571428571428571
2026-06-01T15:40:06.043995,MSFT,Technology,group_chat,openai,gpt-4.1,0.2,344.44,85.41,B,90.0,90.0,77.1,100.0,50.0,BUY,0.9411764705882353
2026-06-01T15:46:37.008677,MSFT,Technology,group_chat,openai,gpt-4.1,0.2,259.18,87.86,B,90.0,100,72.0,100.0,59.6,BUY,0.9722222222222222
2026-06-01T15:52:22.547833,JPM,Finance,group_chat,openai,gpt-4.1,0.2,250.53,85.09,B,72.0,100,73.0,100.0,75.0,BUY,0.967741935483871
2026-06-01T15:59:24.139779,JPM,Finance,group_chat,openai,gpt-4.1,0.2,336.97,87.85,B,72.0,100,77.5,100.0,93.5,BUY,1.0
2026-06-01T16:06:00.055293,JPM,Finance,group_chat,openai,gpt-4.1,0.2,361.31,87.93,B,88.0,100,63.9,100.0,81.5,BUY,0.9166666666666666
2026-06-01T16:13:18.031993,JPM,Finance,group_chat,openai,gpt-4.1,0.2,245.41,87.03,B,72.0,96.5,76.2,100.0,96.7,BUY,
2026-06-01T16:21:22.659051,JPM,Finance,group_chat,openai,gpt-4.1,0.2,264.84,81.8,B,70.7,81.5,75.9,100.0,85.7,BUY,
2026-06-01T16:30:12.968723,BAC,Finance,group_chat,openai,gpt-4.1,0.2,231.72,83.12,B,70.7,100,74.0,100.0,56.5,BUY,0.9655172413793104
2026-06-01T16:34:49.301393,BAC,Finance,group_chat,openai,gpt-4.1,0.2,274.26,85.29,B,70.7,100,79.1,100.0,68.1,BUY,0.9545454545454546
2026-06-01T16:40:09.624906,BAC,Finance,group_chat,openai,gpt-4.1,0.2,348.82,83.63,B,70.7,92.0,80.0,100.0,69.6,BUY,0.9642857142857143
2026-06-01T16:46:54.403644,BAC,Finance,group_chat,openai,gpt-4.1,0.2,297.12,86.61,B,72.0,93.5,78.5,100.0,95.5,BUY,1.0
2026-06-01T16:53:06.426874,BAC,Finance,group_chat,openai,gpt-4.1,0.2,298.42,85.6,B,73.3,100,78.5,85.0,95.7,BUY,1.0
2026-06-01T16:59:38.559325,JNJ,Healthcare,group_chat,openai,gpt-4.1,0.2,296.44,87.95,B,73.3,100,74.0,100.0,98.2,HOLD,1.0
2026-06-01T17:05:29.251513,JNJ,Healthcare,group_chat,openai,gpt-4.1,0.2,285.9,85.95,B,72.0,100,66.6,100.0,96.3,HOLD,0.9444444444444444
2026-06-01T17:11:05.633642,JNJ,Healthcare,group_chat,openai,gpt-4.1,0.2,268.8,81.98,B,72.0,100,69.9,85.0,80.0,HOLD,0.9166666666666666
2026-06-01T17:16:27.485691,JNJ,Healthcare,group_chat,openai,gpt-4.1,0.2,281.71,82.17,B,70.7,78.5,77.2,100.0,94.4,HOLD,0.9444444444444444
2026-06-01T17:23:33.264464,JNJ,Healthcare,group_chat,openai,gpt-4.1,0.2,251.58,86.44,B,72.0,100,70.5,100.0,93.3,HOLD,0.95
2026-06-01T17:29:10.281229,PFE,Healthcare,group_chat,openai,gpt-4.1,0.2,438.54,90.41,A,93.3,100,70.7,100.0,79.2,HOLD,
2026-06-01T17:40:23.882897,PFE,Healthcare,group_chat,openai,gpt-4.1,0.2,326.03,78.4,B,70.7,64.0,77.1,100.0,93.0,HOLD,
2026-06-01T17:49:29.912571,PFE,Healthcare,group_chat,openai,gpt-4.1,0.2,252.01,80.56,B,70.7,72.0,77.4,100.0,94.1,HOLD,0.8421052631578947
2026-06-01T17:54:25.260301,PFE,Healthcare,group_chat,openai,gpt-4.1,0.2,256.44,83.79,B,73.3,89.5,72.6,100.0,85.7,HOLD,0.9259259259259259
2026-06-01T17:59:27.906740,PFE,Healthcare,group_chat,openai,gpt-4.1,0.2,286.23,78.41,B,72.0,62.5,74.9,100.0,98.0,HOLD,1.0
2026-06-01T18:05:34.927452,XOM,Energy,group_chat,openai,gpt-4.1,0.2,268.97,86.59,B,72.0,99.0,76.7,100.0,85.1,BUY,0.9090909090909091
2026-06-01T18:11:02.473915,XOM,Energy,group_chat,openai,gpt-4.1,0.2,276.18,85.95,B,72.0,97.5,73.2,100.0,89.5,BUY,0.9310344827586207
2026-06-01T18:16:31.656424,XOM,Energy,group_chat,openai,gpt-4.1,0.2,280.76,89.54,B,90.0,100,70.2,100.0,80.0,BUY,0.9714285714285714
2026-06-01T18:22:00.160594,XOM,Energy,group_chat,openai,gpt-4.1,0.2,271.73,85.39,B,70.7,100,66.6,100.0,94.1,BUY,0.896551724137931
2026-06-01T18:27:33.466675,XOM,Energy,group_chat,openai,gpt-4.1,0.2,252.28,86.53,B,70.7,97.0,80.2,100.0,85.7,BUY,0.9583333333333334
2026-06-01T18:33:00.318724,WMT,Consumer Staples,group_chat,openai,gpt-4.1,0.2,254.71,83.69,B,72.0,87.5,76.2,100.0,85.7,HOLD,0.9545454545454546
2026-06-01T18:37:56.920276,WMT,Consumer Staples,group_chat,openai,gpt-4.1,0.2,262.5,92.2,A,93.3,100,72.0,100.0,94.5,HOLD,1.0
2026-06-01T18:44:45.920770,WMT,Consumer Staples,group_chat,openai,gpt-4.1,0.2,248.08,80.5,B,72.0,81.5,67.8,100.0,85.7,HOLD,0.9705882352941176
2026-06-01T18:51:35.403921,WMT,Consumer Staples,group_chat,openai,gpt-4.1,0.2,281.85,90.75,A,92.0,100,69.1,100.0,89.3,HOLD,0.9767441860465116
2026-06-01T21:31:11.681696,AAPL,Technology,single_agent,openai,gpt-4.1,0.2,34.86,78.91,B,73.3,100,64.7,100.0,26.4,BUY,0.9444444444444444
2026-06-01T21:33:07.149194,AAPL,Technology,single_agent,openai,gpt-4.1,0.2,26.76,79.57,B,74.7,100,61.9,100.0,35.3,BUY,
2026-06-01T21:37:31.224898,AAPL,Technology,single_agent,openai,gpt-4.1,0.2,41.67,80.01,B,74.7,100,60.5,100.0,42.3,BUY,0.9782608695652174
2026-06-01T21:39:23.343170,AAPL,Technology,single_agent,openai,gpt-4.1,0.2,30.53,81.09,B,72.0,100,71.3,100.0,38.3,BUY,0.9411764705882353
2026-06-01T21:40:48.256517,AAPL,Technology,single_agent,openai,gpt-4.1,0.2,27.14,82.16,B,77.3,100,65.9,100.0,46.4,BUY,1.0
2026-06-01T21:42:52.438013,MSFT,Technology,single_agent,openai,gpt-4.1,0.2,52.05,82.48,B,73.3,100,63.7,100.0,64.0,BUY,0.9803921568627451
2026-06-01T21:44:36.994380,MSFT,Technology,single_agent,openai,gpt-4.1,0.2,40.87,80.57,B,72.0,100,59.0,100.0,57.6,BUY,0.9111111111111111
2026-06-01T21:46:09.468242,MSFT,Technology,single_agent,openai,gpt-4.1,0.2,40.25,80.1,B,73.3,100,58.8,100.0,50.0,BUY,0.9672131147540983
2026-06-01T21:47:53.833636,MSFT,Technology,single_agent,openai,gpt-4.1,0.2,31.02,80.65,B,73.3,100,61.6,100.0,50.0,BUY,0.9534883720930233
2026-06-01T21:50:51.795178,MSFT,Technology,single_agent,openai,gpt-4.1,0.2,48.34,81.57,B,72.0,100,72.8,100.0,40.0,BUY,0.9736842105263158
2026-06-01T21:53:00.297797,JPM,Finance,single_agent,openai,gpt-4.1,0.2,30.23,82.1,B,70.7,100,65.2,100.0,64.0,BUY,0.9782608695652174
2026-06-01T21:54:41.887600,JPM,Finance,single_agent,openai,gpt-4.1,0.2,26.27,83.42,B,72.0,100,64.6,100.0,75.0,BUY,0.9787234042553191
2026-06-01T21:56:18.004214,JPM,Finance,single_agent,openai,gpt-4.1,0.2,24.25,82.09,B,70.7,100,65.1,100.0,64.0,BUY,0.9574468085106383
2026-06-01T21:59:24.515847,JPM,Finance,single_agent,openai,gpt-4.1,0.2,26.02,83.84,B,72.0,100,62.1,100.0,84.2,BUY,1.0
2026-06-01T22:01:04.048216,JPM,Finance,single_agent,openai,gpt-4.1,0.2,44.77,82.81,B,70.7,100,67.4,100.0,66.7,BUY,0.9772727272727273
2026-06-01T22:03:14.811085,BAC,Finance,single_agent,openai,gpt-4.1,0.2,24.48,81.29,B,73.3,100,63.6,100.0,52.3,BUY,0.9859154929577465
2026-06-01T22:07:22.833004,BAC,Finance,single_agent,openai,gpt-4.1,0.2,30.32,79.6,B,74.7,100,63.9,100.0,31.6,BUY,0.9821428571428571
2026-06-01T22:08:34.310677,BAC,Finance,single_agent,openai,gpt-4.1,0.2,30.32,81.76,B,72.0,100,66.1,100.0,55.3,BUY,1.0
2026-06-01T22:09:56.944933,BAC,Finance,single_agent,openai,gpt-4.1,0.2,26.78,78.43,B,70.7,100,55.9,100.0,45.8,BUY,0.9464285714285714
2026-06-01T22:11:01.760177,BAC,Finance,single_agent,openai,gpt-4.1,0.2,35.44,82.37,B,73.3,100,66.9,100.0,56.7,BUY,1.0
2026-06-01T22:12:49.491008,JNJ,Healthcare,single_agent,openai,gpt-4.1,0.2,23.58,82.21,B,72.0,100,64.0,100.0,64.2,BUY,0.9215686274509803
2026-06-01T22:13:53.699985,JNJ,Healthcare,single_agent,openai,gpt-4.1,0.2,26.84,82.38,B,74.7,100,60.2,100.0,66.7,BUY,0.9761904761904762
2026-06-01T22:15:04.496296,JNJ,Healthcare,single_agent,openai,gpt-4.1,0.2,28.66,83.64,B,72.0,100,65.1,100.0,76.2,BUY,0.9787234042553191
2026-06-01T22:16:26.721632,JNJ,Healthcare,single_agent,openai,gpt-4.1,0.2,24.78,80.92,B,72.0,100,58.5,100.0,62.2,BUY,0.9807692307692307
2026-06-01T22:17:36.759834,JNJ,Healthcare,single_agent,openai,gpt-4.1,0.2,22.74,82.93,B,72.0,100,60.5,100.0,78.3,BUY,0.9534883720930233
2026-06-01T22:19:06.056342,PFE,Healthcare,single_agent,openai,gpt-4.1,0.2,20.5,83.46,B,73.3,100,59.7,100.0,81.8,HOLD,0.98
2026-06-01T22:20:26.035563,PFE,Healthcare,single_agent,openai,gpt-4.1,0.2,18.86,85.55,B,72.0,100,65.3,100.0,95.0,HOLD,0.9787234042553191
2026-06-01T22:22:14.634956,PFE,Healthcare,single_agent,openai,gpt-4.1,0.2,21.67,84.72,B,72.0,100,58.6,100.0,100.0,HOLD,0.975609756097561
2026-06-01T22:23:34.456806,PFE,Healthcare,single_agent,openai,gpt-4.1,0.2,22.74,83.87,B,72.0,100,59.1,100.0,90.5,HOLD,1.0
2026-06-01T22:25:02.013020,PFE,Healthcare,single_agent,openai,gpt-4.1,0.2,23.25,83.12,B,70.7,100,62.3,100.0,80.0,HOLD,
2026-06-01T22:29:38.341206,XOM,Energy,single_agent,openai,gpt-4.1,0.2,26.7,85.16,B,73.3,100,67.7,100.0,82.9,BUY,1.0
2026-06-01T22:30:58.879964,XOM,Energy,single_agent,openai,gpt-4.1,0.2,35.86,83.95,B,72.0,100,68.9,100.0,71.7,BUY,0.868421052631579
2026-06-01T22:32:32.267840,XOM,Energy,single_agent,openai,gpt-4.1,0.2,22.59,85.28,B,72.0,100,65.3,100.0,92.3,BUY,0.9512195121951219
2026-06-01T22:33:52.047375,XOM,Energy,single_agent,openai,gpt-4.1,0.2,27.77,87.18,B,72.0,100,70.9,100.0,100.0,BUY,0.9523809523809523
2026-06-01T22:35:39.103701,XOM,Energy,single_agent,openai,gpt-4.1,0.2,22.81,84.07,B,72.0,100,68.8,100.0,73.1,BUY,0.9555555555555556
2026-06-01T22:37:40.301755,WMT,Consumer Staples,single_agent,openai,gpt-4.1,0.2,38.83,83.16,B,74.7,100,59.0,100.0,76.9,HOLD,0.975609756097561
2026-06-01T22:40:54.486689,WMT,Consumer Staples,single_agent,openai,gpt-4.1,0.2,35.32,83.01,B,70.7,100,57.7,100.0,88.0,HOLD,1.0
2026-06-01T22:42:52.404307,WMT,Consumer Staples,single_agent,openai,gpt-4.1,0.2,31.29,82.35,B,73.3,100,61.1,100.0,68.0,HOLD,1.0
2026-06-01T22:44:40.468869,WMT,Consumer Staples,single_agent,openai,gpt-4.1,0.2,23.87,78.78,B,70.7,100,52.3,100.0,56.5,HOLD,1.0
2026-06-01T22:47:08.948081,WMT,Consumer Staples,single_agent,openai,gpt-4.1,0.2,30.43,82.69,B,72.0,100,58.4,100.0,80.0,HOLD,0.953125
2026-06-01T22:48:49.683694,KO,Consumer Staples,single_agent,openai,gpt-4.1,0.2,28.41,83.62,B,76.0,100,62.8,100.0,70.6,BUY,0.9523809523809523
2026-06-01T22:49:54.519879,KO,Consumer Staples,single_agent,openai,gpt-4.1,0.2,29.11,82.0,B,72.0,100,61.7,100.0,66.7,HOLD,0.9444444444444444
2026-06-01T22:51:00.685027,KO,Consumer Staples,single_agent,openai,gpt-4.1,0.2,26.94,82.74,B,72.0,100,65.4,100.0,66.7,BUY,0.9818181818181818
2026-06-01T22:52:07.356914,KO,Consumer Staples,single_agent,openai,gpt-4.1,0.2,32.86,81.46,B,72.0,100,62.3,100.0,60.0,BUY,0.9318181818181818
2026-06-01T22:53:17.802681,KO,Consumer Staples,single_agent,openai,gpt-4.1,0.2,31.25,82.1,B,73.3,100,63.8,100.0,60.0,BUY,0.9545454545454546
2026-06-01T22:54:55.804504,CAT,Industrials,single_agent,openai,gpt-4.1,0.2,27.12,78.91,B,73.3,100,64.3,100.0,27.1,BUY,0.9259259259259259
2026-06-01T22:56:11.931040,CAT,Industrials,single_agent,openai,gpt-4.1,0.2,25.38,78.33,B,70.7,100,60.9,100.0,34.8,BUY,0.9318181818181818
2026-06-01T22:57:49.358289,CAT,Industrials,single_agent,openai,gpt-4.1,0.2,25.91,81.11,B,70.7,100,65.3,100.0,53.8,BUY,0.9767441860465116
2026-06-01T22:59:02.974807,CAT,Industrials,single_agent,openai,gpt-4.1,0.2,32.58,78.44,B,70.7,100,61.2,100.0,35.3,BUY,1.0
2026-06-01T23:00:28.691621,CAT,Industrials,single_agent,openai,gpt-4.1,0.2,24.17,80.39,B,73.3,100,64.9,100.0,40.7,BUY,1.0
2026-06-01T23:02:24.447974,KO,Consumer Staples,group_chat,openai,gpt-4.1,0.2,239.7,78.48,B,72.0,81.5,68.8,100.0,63.4,HOLD,0.9655172413793104
2026-06-01T23:07:24.299847,KO,Consumer Staples,group_chat,openai,gpt-4.1,0.2,231.16,80.55,B,72.0,89.0,65.3,100.0,72.3,HOLD,0.9696969696969697
2026-06-01T23:13:36.284686,KO,Consumer Staples,group_chat,openai,gpt-4.1,0.2,245.4,86.5,B,90.0,100,70.0,100.0,50.0,HOLD,0.972972972972973
2026-06-01T23:18:28.647008,KO,Consumer Staples,group_chat,openai,gpt-4.1,0.2,261.09,89.26,B,93.3,100,67.1,100.0,75.0,HOLD,0.9
2026-06-01T23:23:54.281225,KO,Consumer Staples,group_chat,openai,gpt-4.1,0.2,227.26,85.25,B,72.0,100,72.0,100.0,78.6,HOLD,1.0
2026-06-01T23:30:21.808556,CAT,Industrials,group_chat,openai,gpt-4.1,0.2,310.85,82.49,B,72.0,100,70.4,100.0,54.2,HOLD,1.0
2026-06-01T23:37:25.104018,CAT,Industrials,group_chat,openai,gpt-4.1,0.2,261.8,77.63,B,72.0,89.5,73.1,85.0,56.4,HOLD,0.9130434782608695
2026-06-01T23:42:29.126637,CAT,Industrials,group_chat,openai,gpt-4.1,0.2,218.65,80.55,B,73.3,87.0,74.9,100.0,54.9,HOLD,
2026-06-01T23:49:24.031592,CAT,Industrials,group_chat,openai,gpt-4.1,0.2,238.42,79.33,B,70.7,98.0,70.8,85.0,60.0,HOLD,0.9473684210526315
2026-06-01T23:54:12.483118,CAT,Industrials,group_chat,openai,gpt-4.1,0.2,256.77,84.58,B,72.0,100,76.2,100.0,63.4,HOLD,
2026-06-02T07:45:24.641799,WMT,Consumer Staples,group_chat,openai,gpt-4.1,0.2,222.32,90.61,A,90.0,100,65.5,100.0,100.0,HOLD,
